Plant ,Phytochemical,PubChemCID,PMID,Other Ref
Sophora flavescens ,kushecarpin A,10495761,17658714,
Sophora flavescens ,kushenol P,10742453,21207144,
Sophora flavescens ,sophoranol,12442899,21227622,
Sophora flavescens ,sophoranol,12442899,17370298,
Sophora flavescens ,kushenol L,21721878,18464298,
Sophora flavescens ,furosardonin A,44222875,23820198,
Sophora flavescens ,kushenol O,44257224,17658714,
Sophora flavescens ,kushenol K,44428630,21207144,
Sophora flavescens ,kurarinol,44563198,18464298,
Sophora flavescens ,kurarinol,44563198,23285805,
Sophora flavescens ,kurarinol,44563198,21207144,
Sophora flavescens ,kurarinol,44563198,17658714,
Sophora flavescens ,leachianone A,44593449,23391924,
Sophora flavescens ,leachianone A,44593449,21207144,
Sophora flavescens ,isokuraramine,101665417,21227622,
Sophora flavescens ,neokurarinol,102090469,21207144,
Sophora flavescens ,kushenol N,102004822,23391924,
Sophora flavescens ,kushenol N,102004822,21207144,
Sophora flavescens ,kushenol N,102004822,17658714,
Sophora flavescens ,kushenol X,10599228,21207144,
Sophora flavescens ,lignoceric acid,11197,12205972,
Sophora flavescens ,kuraramine,11447394,21227622,
Sophora flavescens ,"(-)-5,6-dehydrolupanine",14379237,15556494,
Sophora flavescens ,anagyrine,1807519,15556494,
Sophora flavescens ,anagyrine,1807519,21227622,
Sophora flavescens ,kushenol F,182214,18464298,
Sophora flavescens ,(-)-cytisine,22407,15556494,
Sophora flavescens ,cytisine,22407,21227622,
Sophora flavescens ,oxysophocarpine,24721085,17289059,
Sophora flavescens ,oxysophocarpine,24721085,18479880,
Sophora flavescens ,oxysophocarpine,24721085,19479753,
Sophora flavescens ,oxysophocarpine,24721085,25739202,
Sophora flavescens ,oxy sophocarpine,24721085,21227622,
Sophora flavescens ,lupeol,259846,24653570,
Sophora flavescens ,mamanine,323274,21227622,
Sophora flavescens ,maackiain,363863,24228588,
Sophora flavescens ,maackiain,363863,17658714,
Sophora flavescens ,(+)-lupanine,442956,15556494,
Sophora flavescens ,lupanine,442956,21227622,
Sophora flavescens ,norkurarinol,44563159,21207144,
Sophora flavescens ,norkurarinol,44563159,17658714,
Sophora flavescens ,isokurarinone,5318581,18464298,
Sophora flavescens ,isokurarinone,5318581,17658714,
Sophora flavescens ,kurarinone,5318882,16946508,
Sophora flavescens ,kurarinone,5318882,24228588,
Sophora flavescens ,kurarinone,5318882,18464298,
Sophora flavescens ,kurarinone,5318882,24245902,
Sophora flavescens ,kurarinone,5318882,23391924,
Sophora flavescens ,(-)-kurarinone,5318882,21207144,
Sophora flavescens ,kurarinone,5318882,18956776,
Sophora flavescens ,kurarinone,5318882,17658714,
Sophora flavescens ,kushenol A,5318890,21207144,
Sophora flavescens ,kushenol A,5318890,17658714,
Sophora flavescens ,sucrose,5988,12205972,
Sophora flavescens ,?-sitosterol,6432744,12205972,
Sophora flavescens ,sophoraflavanone G,72936,16946508,
Sophora flavescens ,sophoraflavanone G,72936,24228588,
Sophora flavescens ,sophoraflavanone G,72936,24245902,
Sophora flavescens ,sophoraflavanone G,72936,23391924,
Sophora flavescens ,sophoraflavanone G,72936,21207144,
Sophora flavescens ,sophoraflavanone G,72936,17658714,
Sophora flavescens ,matrine,91466,17289059,
Sophora flavescens ,matrine,91466,24834359,
Sophora flavescens ,matrine,91466,20524938,
Sophora flavescens ,(+)-matrine,91466,15556494,
Sophora flavescens ,matrine,91466,12560971,
Sophora flavescens ,matrine,91466,19553886,
Sophora flavescens ,matrine,91466,24380308,
Sophora flavescens ,matrine,91466,18479880,
Sophora flavescens ,matrine,91466,20609442,
Sophora flavescens ,matrine,91466,15103704,
Sophora flavescens ,matrine,91466,7646804,
Sophora flavescens ,matrine,91466,9809449,
Sophora flavescens ,matrine,91466,17370298,
Sophora flavescens ,matrine,91466,8328283,
Sophora flavescens ,matrine,91466,24653570,
Sophora flavescens ,matrine,91466,22359586,
Sophora flavescens ,matrine,91466,19479753,
Sophora flavescens ,matrine,91466,25739202,
Sophora flavescens ,matrine,91466,21227622,
Sophora flavescens ,matrine,91466,22552199,
Sophora flavescens ,baptifoline,91746689,21227622,
Tamus communis,Batatasin I,442694,,https://doi.org/10.1016/S0031-9422(00)98532-7
Tamus communis,Isobatatasin I,442708,,ISBN: 0-7484-0620-4
Tamus communis,Lycoxanthin,5281245,,ISBN: 0-7484-0620-4
Tamus communis,Confusarin,11983285,,https://doi.org/10.1016/j.phytochem.2007.12.005
Tamus communis,"3,7-Dihydroxy-2,4-dimethoxyphenanthrene",10445823,,DOI: 10.1021/np50041a017
Tamus communis,"4,7-Dihydroxy-2,6-dimethoxy-9,10-dihydrophenanthrene",13058,,DOI: 10.1021/np50041a017
Tamus communis,Nudol,158975,,https://doi.org/10.1016/j.phytochem.2007.12.005
Tamus communis,Denthyrsinin,11779542,,https://doi.org/10.1016/j.phytochem.2007.12.005
Tamus communis,Campesterol,173183,,DOI: 10.1021/np50041a017
Tamus communis,(-)-beta-Sitosterol,222284,,DOI: 10.1021/np50041a017
Tamus communis,Stigmasterol,5280794,,DOI: 10.1021/np50041a017
Terminalia bellirica ,ascorbic acid,54670067,25128676,
Terminalia bellirica ,methyl gallate,7428,25128676,
Terminalia bellirica ,gallic acid,370,25128676,
Terminalia bellirica ,corilagin,73568,25190275,
Terminalia bellirica ,chebulagic acid,442674,25190275,
Terminalia bellirica ,ellagic acid,5281855,25190275,
Terminalia bellirica ,chebulinic acid,250396,25190275,
Terminalia bellirica ,gallic acid,370,25190275,
Terminalia bellirica ,corilagin,73568,23299756,
Terminalia bellirica ,methyl gallate,7428,23299756,
Terminalia bellirica ,chebulagic acid,442674,23299756,
Terminalia bellirica ,ellagic acid,5281855,23299756,
Terminalia bellirica ,chebulinic acid,250396,23299756,
Terminalia bellirica ,gallic acid,370,23299756,
Terminalia chebula ,gallic acid,370,12127233,
Terminalia chebula ,gallic acid,370,20623819,
Terminalia chebula ,gallic acid,370,20451939,
Terminalia chebula ,gallic acid,370,25190275,
Terminalia chebula ,gallic acid,370,15500265,
Terminalia chebula ,gallic acid,370,16042149,
Terminalia chebula ,gallic acid,370,25902651,
Terminalia chebula ,gallic acid,370,15387468,
Terminalia chebula ,gallic acid,370,16472540,
Terminalia chebula ,gallic acid,370,23299756,
Terminalia chebula ,gallic acid,370,22512724,
Terminalia chebula ,1-octanol,957,23901211,
Terminalia chebula ,palmitic acid,985,12572426,
Terminalia chebula ,palmitic acid,985,20491085,
Terminalia chebula ,hexadecanoic acid,985,23901211,
Terminalia chebula ,phenylacetaldehyde,998,20491085,
Terminalia chebula ,"1,2-benzenedicarboxylic acid",1017,23901211,
Terminalia chebula ,pyrogallol,1057,23901211,
Terminalia chebula ,sulfurous acid,1100,23901211,
Terminalia chebula ,octadecanoic acid,5281,23901211,
Terminalia chebula ,1H-indene,7219,23901211,
Terminalia chebula ,furfural,7362,20491085,
Terminalia chebula ,methyl gallate,7428,20451939,
Terminalia chebula ,methyl gallate,7428,23299756,
Terminalia chebula ,2-undecanone,8163,23901211,
Terminalia chebula ,cyclododecane,9268,23901211,
Terminalia chebula ,heptafluorobutyric acid,9777,23901211,
Terminalia chebula ,10-nonadecanone,10441,23901211,
Terminalia chebula ,eicosanoic acid,10467,23901211,
Terminalia chebula ,hexacosanoic acid,10469,23901211,
Terminalia chebula ,octacosanoic acid,10470,23901211,
Terminalia chebula ,triacontanoic acid,10471,23901211,
Terminalia chebula ,9-heptadecanone,10887,23901211,
Terminalia chebula ,tetradecanoic acid,11005,20491085,
Terminalia chebula ,hexadecane,11006,23901211,
Terminalia chebula ,tetracosanoic acid,11197,23901211,
Terminalia chebula ,5-methylfurfural,12097,20491085,
Terminalia chebula ,tetradecane,12389,23901211,
Terminalia chebula ,pentatriacontane,12413,23901211,
Terminalia chebula ,triacontane,12535,23901211,
Terminalia chebula ,8-pentadecanone,13162,23901211,
Terminalia chebula ,ethyl gallate,13250,12127233,
Terminalia chebula ,2-acetylfuran,14505,20491085,
Terminalia chebula ,heptylcyclohexane,21832,23901211,
Terminalia chebula ,tetratetracontane,23494,23901211,
Terminalia chebula ,heptacosanoic acid,23524,23901211,
Terminalia chebula ,tetratriacontane,26519,23901211,
Terminalia chebula ,"cyclopent-4-ene-1,3-dione",70258,20491085,
Terminalia chebula ,corilagin,73568,24055848,
Terminalia chebula ,corilagin,73568,23630600,
Terminalia chebula ,corilagin,73568,20451939,
Terminalia chebula ,corilagin,73568,25190275,
Terminalia chebula ,corilagin,73568,16042149,
Terminalia chebula ,corilagin,73568,15387468,
Terminalia chebula ,corilagin,73568,23299756,
Terminalia chebula ,corilagin,73568,22512724,
Terminalia chebula ,"1,16-hexadecanediol",82184,23901211,
Terminalia chebula ,"6,10-dimethylundecan-2-one",95495,20491085,
Terminalia chebula ,1-tricosene,181154,23901211,
Terminalia chebula ,"1,19-eicosadiene",519006,23901211,
Terminalia chebula ,cyclooctacosane,520451,23901211,
Terminalia chebula ,tritetracontane,522398,23901211,
Terminalia chebula ,squalene,638072,23901211,
Terminalia chebula ,arjunetin,3052779,23299756,
Terminalia chebula ,luteolin,5280445,12127233,
Terminalia chebula ,linoleic acid,5280450,12572426,
Terminalia chebula ,ellagic acid,5281855,12127233,
Terminalia chebula ,ellagic acid,5281855,23320085,
Terminalia chebula ,ellagic acid,5281855,20623819,
Terminalia chebula ,ellagic acid,5281855,24055848,
Terminalia chebula ,ellagic acid,5281855,20451939,
Terminalia chebula ,ellagic acid,5281855,25190275,
Terminalia chebula ,ellagic acid,5281855,15500265,
Terminalia chebula ,ellagic acid,5281855,16042149,
Terminalia chebula ,ellagic acid,5281855,15387468,
Terminalia chebula ,ellagic acid,5281855,23299756,
Terminalia chebula ,"linoleic acid, ethyl ester",5282184,23901211,
Terminalia chebula ,9-eicosene,5365037,23901211,
Terminalia chebula ,tetracosanoate,5461021,23901211,
Terminalia chebula ,"3,4,6-tri-O-galloyl-D-glucose",14188641,15387468,
Terminalia chebula ,eicosyl trifluoroacetate,14574254,23901211,
Terminalia chebula ,tannic acid,16129778,12127233,
Terminalia chebula ,terchebulin,16175790,23630600,
Terminalia chebula ,terchebulin,16175790,15387468,
Terminalia chebula ,arjunglucoside-II,52951052,23299756,
Terminalia chebula ,"1,6-di-O-galloyl-D-glucose",91227631,15387468,
Terminalia chebula ,tricosyl pentafluoropropionate,91692903,23901211,
Terminalia chebula ,tetracosyl heptafluorobutyrate,91692905,23901211,
Terminalia chebula ,tetratriacontyl heptafluorobutyrate,91692919,23901211,
Terminalia chebula ,hexacosyl pentafluoropropionate,91692952,23901211,
Terminalia chebula ,dotriacontyl heptafluorobutyrate,91692956,23901211,
Terminalia chebula ,octatriacontyl pentafluoropropionate,91693082,23901211,
Terminalia chebula ,tetratriacontyl pentafluoropropionate,91693161,23901211,
Terminalia chebula ,bellericoside,101425822,23299756,
Terminalia chebula ,arjunglucoside-III,102117122,23299756,
Terminalia chebula ,methyl neochebulagate,102193746,20451939,
Terminalia chebula ,chebulanin,101260929,24055848,
Terminalia chebula ,chebulanin,101260929,21713099,
Terminalia chebula ,chebulanin,101260929,20451939,
Terminalia chebula ,chebulanin,101260929,16042149,
Terminalia chebula ,chebulanin,101260929,15387468,
Terminalia chebula ,phthalic acid,1017,23901211,
Terminalia chebula ,chebulic acid,12302892,20451939,
Terminalia chebula ,chebulic acid,12302892,21713099,
Terminalia chebula ,chebulic acid,12302892,16932919,
Terminalia chebula ,chebulic acid,12302892,16042149,
Terminalia chebula ,chebulic acid,12302892,15387468,
Terminalia chebula ,arjunglucoside-I,14658050,23299756,
Terminalia chebula ,vitamin E,14985,23901211,
Terminalia chebula ,acetic acid,176,23901211,
Terminalia chebula ,kaempferol-3-O-rutinoside,20055286,23901211,
Terminalia chebula ,benzaldehyde,240,20491085,
Terminalia chebula ,chebulinic acid,250396,12127233,
Terminalia chebula ,chebulinic acid,250396,20623819,
Terminalia chebula ,chebulinic acid,250396,24055848,
Terminalia chebula ,chebulinic acid,250396,23630600,
Terminalia chebula ,chebulinic acid,250396,21713099,
Terminalia chebula ,chebulinic acid,250396,20451939,
Terminalia chebula ,chebulinic acid,250396,25190275,
Terminalia chebula ,chebulinic acid,250396,16042149,
Terminalia chebula ,chebulinic acid,250396,15387468,
Terminalia chebula ,chebulinic acid,250396,16472540,
Terminalia chebula ,chebulinic acid,250396,23299756,
Terminalia chebula ,chebulinic acid,250396,16922284,
Terminalia chebula ,chebulinic acid,250396,12575084,
Terminalia chebula ,chebulinic acid,250396,22512724,
Terminalia chebula ,methyl salicylate,4133,20491085,
Terminalia chebula ,casuarinin,442673,21713099,
Terminalia chebula ,casuarinin,442673,15387468,
Terminalia chebula ,chebulagic acid,442674,20623819,
Terminalia chebula ,chebulagic acid,442674,20451939,
Terminalia chebula ,chebulagic acid,442674,24055848,
Terminalia chebula ,chebulagic acid,442674,23630600,
Terminalia chebula ,chebulagic acid,442674,25190275,
Terminalia chebula ,chebulagic acid,442674,16042149,
Terminalia chebula ,chebulagic acid,442674,19481594,
Terminalia chebula ,chebulagic acid,442674,15387468,
Terminalia chebula ,chebulagic acid,442674,16472540,
Terminalia chebula ,chebulagic acid,442674,23299756,
Terminalia chebula ,chebulagic acid,442674,22754367,
Terminalia chebula ,chebulagic acid,442674,16922284,
Terminalia chebula ,chebulagic acid,442674,12575084,
Terminalia chebula ,chebulagic acid,442674,22512724,
Terminalia chebula ,oleic acid,445639,12572426,
Terminalia chebula ,oleic acid,445639,20491085,
Terminalia chebula ,chebuloside-II,44567150,23299756,
Terminalia chebula ,punicalagin,44584733,20451939,
Terminalia chebula ,punicalagin,44584733,24055848,
Terminalia chebula ,punicalagin,44584733,16042149,
Terminalia chebula ,punicalagin,44584733,15387468,
Terminalia chebula ,"9,12-octadecadienoic acid",5282457,23901211,
Terminalia chebula ,"9,12,15-octadecatrienoic acid",5282822,23901211,
Terminalia chebula ,9-octadecene,5352245,23901211,
Terminalia chebula ,9-octadecenoic acid ethyl ester,5364430,23901211,
Terminalia chebula ,9-tricosene,5365075,23901211,
Terminalia chebula ,punicalin,5388496,24055848,
Terminalia chebula ,ascorbic acid,54670067,15500265,
Terminalia chebula ,oxirane,6354,23901211,
Terminalia chebula ,ethyl cinnamate,637758,20491085,
Terminalia chebula ,3-methylpent-3-en-2-one,79048,20491085,
Terminalia chebula ,cyclohexane,8078,23901211,
Terminalia chebula ,1-decanol,8174,23901211,
Terminalia chebula ,docos-13-enoic acid,8216,20491085,
Terminalia chebula ,9-octadecenoic acid,965,23901211,
Terminalia chebula ,ethanedioic acid,971,23901211,
Terminalia chebula ,phenol,996,23901211,
Thuja occidentalis,(-)-Secoisolariciresinol,65373,,https://doi.org/10.1023/B:PHYT.0000045487.02836.32
Thuja occidentalis,(-)-Matairesinol,119205,,https://doi.org/10.1023/B:PHYT.0000045487.02836.32
Thuja occidentalis,Deoxypodophyllotoxin,345501,,https://doi.org/10.1023/B:PHYT.0000045487.02836.32
Thuja occidentalis,(-)-Deoxypodorhizone,442835,,https://doi.org/10.1023/B:PHYT.0000045487.02836.32
Thuja occidentalis,Thujone,261491,,ISBN: 0-7484-0620-4
Thuja occidentalis,Tricetin 3'-glucoside,44258248,,"ISBN: 978-0-471-95893-2 3.Flavone O-glycosides, John Wiley & Son;Lamer,Diss.Pharm.Pharmacol.,20,(1968),623"
Thuja occidentalis,(+)-Pinoresinol,73399,,https://doi.org/10.1023/B:PHYT.0000045487.02836.32
Thuja occidentalis,alpha-Thujaplicin,3611,18118411,
Thuja occidentalis,(-)-alpha-Thujene,637518,,http://www.nrcresearchpress.com/doi/pdf/10.1139/v53-039
Thuja occidentalis,(+)-Occidentalol,11138655,,https://doi.org/10.1016/S0031-9422(00)83063-0
Platycladus orientalis ,limonen,22311,12710722,
Platycladus orientalis ,?-terpinene,7461,19040575,
Platycladus orientalis ,?-terpinene,7462,19040575,
Platycladus orientalis ,p-cymene,7463,19040575,
Platycladus orientalis ,m-cymene,10812,19040575,
Platycladus orientalis ,terpinolene,11463,19040575,
Platycladus orientalis ,?-terpinolene,11463,18533464,
Platycladus orientalis ,?-pinene,14896,19040575,
Platycladus orientalis ,?-thujene,17868,19040575,
Platycladus orientalis ,?-copaene,19725,19040575,
Platycladus orientalis ,?-fenchene,28930,19040575,
Platycladus orientalis ,myrcene,31253,19040575,
Platycladus orientalis ,ar-curcumene,92139,19040575,
Platycladus orientalis ,?-campholene aldehyde,98497,19040575,
Platycladus orientalis ,palustrol,110745,19040575,
Platycladus orientalis ,?-terpinyl acetate,111037,18533464,
Platycladus orientalis ,pinusolide,161721,21040769,
Platycladus orientalis ,endo-fenchol,439711,19040575,
Platycladus orientalis ,quercetin,5280343,16621407,
Platycladus orientalis ,acacetin,5280442,21619922,
Platycladus orientalis ,quercitrin,5280459,16621407,
Platycladus orientalis ,rutin,5280805,16621407,
Platycladus orientalis ,?-humulene,5281520,19040575,
Platycladus orientalis ,?-humulene,5281520,18533464,
Platycladus orientalis ,amentoflavone,5281600,16621407,
Platycladus orientalis ,?-cadinene,6432404,19040575,
Platycladus orientalis ,isocupressic acid,6438138,23422333,
Platycladus orientalis ,?-elemene,9859094,19040575,
Platycladus orientalis ,myrtenol,10582,19040575,
Platycladus orientalis ,calamenene,11298625,19040575,
Platycladus orientalis ,?-pinene,12223113,12710722,
Platycladus orientalis ,?-pinene,12223113,19040575,
Platycladus orientalis ,?-pinene,12223113,18533464,
Platycladus orientalis ,?-cadinene,12306054,19040575,
Platycladus orientalis ,sabinene,18818,19040575,
Platycladus orientalis ,?-ylangene,19725,19040575,
Platycladus orientalis ,limonene,22311,19040575,
Platycladus orientalis ,limonene,22311,18533464,
Platycladus orientalis ,camphor,2537,19040575,
Platycladus orientalis ,verbenone,29025,19040575,
Platycladus orientalis ,?-bisabolene,403919,19040575,
Platycladus orientalis ,hinokiol,432946,21619922,
Platycladus orientalis ,?-3-carene,442461,12710722,
Platycladus orientalis ,?-3-carene,442461,19040575,
Platycladus orientalis ,?-3-carene,442461,18533464,
Platycladus orientalis ,?-phellandrene,443160,19040575,
Platycladus orientalis ,?-terpineol,443162,19040575,
Platycladus orientalis ,bornyl acetate,44630108,19040575,
Platycladus orientalis ,(E)-?-ocimene,5320250,19040575,
Platycladus orientalis ,isoborneol,6321405,19040575,
Platycladus orientalis ,?-acoradiene,6428280,19040575,
Platycladus orientalis ,?-bergamotene,6428986,19040575,
Platycladus orientalis ,?-caryophyllene,6429301,19040575,
Platycladus orientalis ,caryophyllene,6429301,18533464,
Platycladus orientalis ,widdrene,6432451,19040575,
Platycladus orientalis ,?-cedrol,6432709,19040575,
Platycladus orientalis ,?-cedrol,6432709,18533464,
Platycladus orientalis ,?-cedrol,6432709,12710722,
Platycladus orientalis ,isopinocamphone,6452089,19040575,
Platycladus orientalis ,camphene,6616,19040575,
Platycladus orientalis ,trans-pinocarveol,88302,19040575,
Platycladus orientalis ,epi-bicyclosesquiphellandrene,91747125,19040575,
Platycladus orientalis ,trans-communic acid,92043382,23422333,
